Label,Title,Description
bug,แสกนไฟล์แล้วก็Errorจากนั้นโปรแกรมก็ปิด,Detailตอนสแกนไฟล์จะมีErrorข้อความเด้งเตือนตามไฟล์แนบ2รูปพอกดแล้วมันก็เด้งออกจากระบบเลยค่ะDescription
bug,EasyCapturev81990Errorขณะแสกนงาน,Detailเจ้าหน้าที่กำลังสแกนเอกสารอยู่ก็มีErrorแสดงขึ้นมาStep1ทำการแสกนไฟล์เข้าระบบ2มีErrorขึ้นขณะแสกน
bug,Version8198การกำหนดAspectไม่สามารถทำได้Error,DetailทำการกำหนดPropertyแล้วErrorStep1เลือกTemplate2คลิกAspectExpectedresultสามารถManageAspectจากAlf
bug,DeserializefailedafterupgradetoFSharpCore4410,ScanServiceatNewtonsoftJsonSerializationJsonSerializerInternalReaderCreateNewListJsonReaderreaderJso
bug,Detectasyncdeadlockifsearchresultsisempty,
bug,หากชื่อloginEasyCaptureตัวเล็กใหญ่ไม่เหมือนกับในAlfrescoTemplateEditorไม่แสดง,Detailหากชื่อloginEasyCaptureตัวเล็กใหญ่ไม่เหมือนกับในAlfrescoTemplateEditorไม่แสดงเช่นAlfrescoAccou
enhancement,อ่านBarcodeไฟล์ของลูกค้าไม่ได้,Detailอ่านBarcodeจากไฟล์ลูกค้าไม่ได้ผมแนบไฟล์ตัวอย่างมาให้ครับPPCCRuncardVMLIV1236545pdfhttpsgithubc
bug,ไม่สามารถLoginPasswordที่มีเครื่องหมายบางตัวได้,Detailไม่สามารถLoginได้เนื่องจากพบว่าPasswordมีเครื่องหมายเช่นเป็นต้นStep1Loginusernamepassword2Fail
bug,UsernameScriptsที่ใช้ไม่สามารถassignUserเข้าaspectได้,DetailfdScriptVarPropertyDictusernameScriptVarCurrentUserNamefdifsthaiRemarkusernameStep1Step12Step2
bug,Databaseในส่วนของmappingไม่อัพเดตตามที่saveต้องลบแล้วสร้างใหม่,DetailFunctionConnectionDatabaseเมื่อตั้งค่าแล้วในแท็บDatabaseFieldพวกChecklistเลือกให้EnableMapping
bug,เปิดฟังก์ชั่นRemoveFilterpageลบใบคั่นเมื่อRemoveใบจำลองInsertFilterPageปลอมไม่หาย,Detailเปิดฟังก์ชั่นRemoveFilterpageลบใบคั่นเมื่อRemoveใบจำลองInsertFilterPageปลอมไม่หายเมื่อRemoveใบ
bug,เมื่อเปิดฟังก์ชั่นRemoveFilterPageลบไบคั่นแผ่นที่คั่นไม่หายไป,Detailเมื่อเปิดฟังก์ชั่นRemoveFilterPageลบไบคั่นแผ่นที่คั่นไม่หายไปเมื่ออัพโหลดStep1Step12Step2Expec
bug,เมื่อทำการCopyRuleวางแบบpastrootกดSaveError,Detailเมื่อทำการCopyRuleแล้วกดวางpastasrootเกิดerrorErrortxthttpsgithubcombcircleeasycapturefiles989
bug,ต้องการฟังก์ชั่นInsertFilterกลับมา,Detailต้องการฟัก์ชั่นinsertFilterกลับมาเป็นฟังก์ชั่นเมื่อเราใช้งานฟังก์ชั่นลบใบคั่นออกหากเราคลิกขวาF
bug,STDCANUploadแล้วบางcaseขึ้นError,Detailลูกค้าทำการUploadแล้วขึ้นerrorในบางCaseทำการRetryไม่หายStepExpectedresultActualresult
enhancement,GetAlfrescoต้องการให้EasyCaptureปิดเปิดฟังก์ชั่นGetAlfrescoได้,Detailต้องการส่วนที่สามารถปิดเปิดฟังก์ชั่นGetAlfrescoได้โดยจะเป็นการเปิดปิดแบบทุกtemplateไม่ใช้บางTe
bug,SessionของUserที่Uploadไม่เคลียร์ให้Byก้อง,Detailเมื่อLogoutเปลี่ยนUserแต่ชื่อผู้CreateFileบนAlfrescoยังเป็นชื่อUserคนแรกStep1ทำการUploadด้วยUs
bug,EasyCaptureErrorOCRAspectผิดตำแหน่ง,Detailทำการuploadไฟล์ผ่านEasyCaptureท่อนaddAspectไม่ตรงกับที่เลือกStep1ลากเม้าส์ครุมสีแดงและกดคลิ๊กข
enhancement,เพิ่มValidationPropertyในTemplateDohome,ChecklistIsVerificationRequireClientKey
bug,ต้องการนำDateมาตั้งเป็นFileName,Detailต้องการนำDateมาตั้งที่FilenameตอนกำหนดFormatเป็นพศแต่Filenameเป็นคศStep1กำหนดDateที่ต้องการ2Fi
bug,สแกนครั้งแรกเข้ามาเป็นVersion11,DetailทำการสแกนเอกสารตามTemplateและModelที่แนบไปให้พบว่าVersionเป็น11เลยเฉพาะครั้งแรกที่เกิดFolderระ
bug,CurrentDateเปลี่ยนวันที่แล้วค่ากลับมาเป็นเหมือนเดิมไม่เปลี่ยนตาม,Detailทำการเปลี่ยนวันที่ที่ตั้งค่าให้เป็นCurrentdateไว้แล้วเมื่อทำการเปลี่ยนpageกลับมาวันที่ไม่เปลี่
bug,หลังกดปุ่มlogoutแล้วกดปุ่มexitระบบยังสามารถใช้งานสแกนได้อยู่,Detailเมื่อทำการกดexitในหน้ากรอกloginโปรแกรมยังสามารถใช้งานได้ต้องการให้exitแล้วปิดโปรแกรมด้วย
bug,Nginxเมื่อทำการLoginScanServiceReportระบบเด้งไปหน้าAlfrescoshare,Detailเมื่อทำการLoginScanServiceReportระบบเด้งไปหน้าAlfrescoshareStep1Step12Step2ExpectedresultActua
bug,easyCaptureเปิดโปรแกรมทิ้งไว้ขึ้นerrorAgenericerroroccurredinGDI,Detailเปิดโปรแกรมทิ้งไว้ขึ้นerrorAgenericerroroccurredinGDISeetheendofthismessagefordetailsoninvokin
bug,OutofmemorywhendecodeQRCode,201702061538490427EasyLibraryImagesImportItemERRORmessageOutofmemory201702061538490427EasyLibraryIma
bug,LCBตั้งFieldDropdownเป็นOCRไว้ถ้าข้อมูลตรงมีข้อมูลอัพโหลดได้ถ้าไม่ตรงอัพโหลดไม่ได้,Detailตั้งค่าให้FieldDropdownเป็นOCRไว้เงื่อนไขRequireFieldOCRตรงกับDropDownให้อัพโหลดOCRไม่ตรงจะได้
bug,LCBUploadManageratUploadManagerServicesDbServiceGetPasswordStringuser,DetailUploadManagerErrrorตลอดเวลาขึ้นตามภาพ201701311550084905UploadManagerServicesCompressServiceINF
bug,ความแม่นยำในการOCRBarcodeจากการสแกน,Detailสแกนเอกสารที่มีBarcodeคั่นเพื่อให้แยกเอกสารเป็นชุดๆแนบตัวอย่างที่มีการทดสอบจากลูกค้ามาให้tempz
bug,ให้QRCodeให้AutoMarkไม่ทำงาน,Detailตั้งTemplateให้ทำงานโดยOCRQRBarcodeแล้วMarkเอกสารAutoแต่ไม่ทำงานStep1Step12Step2Expectedresult
bug,บางเครื่องไม่สามาารถDragDropFileได้,Detailดูที่เครื่องมัททก้องOSWindows1064bit
bug,หน้าWebScanServiceเมื่อLoginเข้าหน้าadminแล้วF5pageFailed,Detailหน้าWebScanServiceเมื่อLoginเข้าหน้าadminแล้วF5pageFailedStep1Step12Step2ExpectedresultActualr
bug,Formatเครื่องเป็นไทยแล้วFieldที่เป็นDatetimeทำงานเพี้ยน,Detailเมื่อเครื่องClientPCมีFormatเครื่องเป็นไทยพอใช้งานEasyCaptureระบบDateเพี้ยนเมื่อUploadปีคศเพิ่
enhancement,เพิ่มฟีเจอร์Uploadไฟล์ไปที่ValidatorService,
enhancement,ZoneOCRสามารถเรียกใช้FineReaderEngineที่อยู่บนServerเพื่อOCRได้รองรับภาษาไทยEnglish,SamplehttpswwwyoutubecomwatchvWIScRRv78RE
bug,ระบบทำงานตามเงื่อนไขRuleแค่แผ่นแรกที่importเท่านั้น,Detailสร้างTemplateใช้ZoneทำOCRแยกDoctypeจากBarcodeเลขตรงให้ทำการMarkRuleAspectทำงานแค่แผ่นแรกจากที่
bug,requireในFieldDateไม่กรอกข้อมูลก็ยังUploadได้อยู่,DetailในFieldที่เป็นDateตั้งให้RequireFieldแล้วทั้งที่ยังไม่กรอกยังสามารถUploadได้Step1Step12Step2Ex
bug,disableecmaspectไม่ทำงาน,DetailStep1Step12Step2ExpectedresultActualresult
bug,OCRFieldต้องเลือกTemplateกดอัพโหลดอีกครั้งถึงจะแสดงข้อมูลOCRเข้าField,Detailทำการตั้งZoneOCRเอกสาร3แผ่นโดยOCRด้วยAspectเมื่อนำไฟล์เข้าครั้งแรกกดUploadแล้วไม่มีข้อมูลในFie
bug,FunctionListenPvEventไม่ทำงาน,Detailต้องการใช้งานว่าเลือกFieldที่เป็นDropDownแล้วข้อมูลในอีกFieldหนึ่งเอาข้อมูลเดียวกันมากรอกด้วยใ
bug,scanserviceเมื่อRestartServerตัวScanServiceไม่StartAutoแต่ตั้งว่าAutoไว้แล้ว,DetailScanServiceไม่Startเองเมื่อRestartServerหรือServerDownStep1Step12Step2ExpectedresultActualresu
bug,ScanServiceReportเมื่อกดF5error,DetailScanServiceReportเมื่อกดF5ในที่URLมีข้อมูลต่อท้าย4000จะerrorเช่นhttpsvrdoc4000licensehttpsvrdo
bug,เมื่อเลือกโฟลเดอร์CompanyHomeที่ไม่มีTemplateขึ้นError,Detailเมื่อเลือกTemplateที่ไม่มีTemplateในโฟลเดอร์นั้นจะerrorStep1เลือกTemplateBrowser2กดเลือกTempla
bug,Compressfailedscanผ่านเครื่องscanerrorCompressfailed,Detailscanเข้าปรกติCompressfailedลองเปิดแล้วsaveด้วยProgrampaintแล้วก็Compressไม่ผ่านมีตัวอย่างในFil
bug,ถ้าไม่กดSyncapsectแล้วจะทำให้Uploadfailed,Detailหลังจากได้ทำการติดตั้งscanserviceใหม่พร้อมกับimporttemplateจากเครื่องเดิมมาเมื่อทำการUploadปรา
bug,ไม่สามารถเปลี่ยนURLในtoolได้,Detailเมื่อloginเข้าeasycaptureแล้วกดเข้าtoolProfileแล้วเปลี่ยนURLremoteแล้วระบบไม่Updateให้Step1Log
bug,Serviceเมื่อReserverแล้วไม่StartAuto,DetailServiceScanServiceไม่StartAutoเมื่อReserver
bug,Errorตอนใช้GetAlfrescoร่วมกับScanขาวดำCompressError,Detailเมื่อดึงไฟล์มาอัพเดตด้วยGetalfrescoแล้วสแกนขาวดำเพิ่มระบบErrorStep1Scanเอกสารเข้าalfresco2ดึงไ
bug,SearchจากAlfrescoแล้วUploadกลับไปใหม่ได้ข้อมูลเพี้ยน,DetailSearchจากAlfrescoแล้วUploadกลับไปใหม่ได้ข้อมูลเพี้ยนตามภาพStep1ค้นหาจากAlfrescoแล้วดึงไฟล์มาสแ
bug,DeleteTemplateแล้วแต่Templateไม่หายไป,Detailเมื่อทำการDeleteTemplateแต่พบว่าTemplateยังคงไม่หายไปStep1เลือกTemplateแล้วทำการDeleteแล้วSave
bug,RenameFolderแล้วกลายเป็นการCloneFolder,DetailทำการRenameFolderแล้วแต่พบว่ามีการทำCloneFolderขึ้นมาแทนStep1RenameFolder1234123452พบ2Folderเล
bug,ไม่สามารถลบFolder,DetailทำการลบFolderแต่ขึ้นErrorStep1คลิกขวาDeleteFolder2แสดงErrorExpectedresultสามารถลบFolderออกไปได
enhancement,ManageUserpermissionในการใช้งานScanTemplate,Detailสามารถกำหนดได้ว่าuserคนไหนสามารถเห็นและเรียกใช้งานTemplateScanใดได้บ้างStep1เพิ่มuserlistที่มี
bug,ErrorตอนเปิดโปรแกรมEasyCaptureServicever25to27,Detailต้องการเปิดโปรแกรมสแกนVer59โดยscanservicever27Step1ติดตั้งScanService272เปิดโปรแกรมEasyCapture
enhancement,ปรับปรุงวิธีการUpdate,Detailปัจจุบันเมื่อมีVersionEasyCaptureออกมาใหม่จะต้องทำการUninstallVersionเก่าออกก่อนแล้วจึงค่อยIns
bug,FunctionOCRทุกอย่างไม่สามารถใช้งานได้,DetailFunctionOCRทุกอย่างEnglishThaiBarcodeไม่สามารถใช้งานได้Step1Step1เลือกกรอบที่จะOCR2Step2ลากมาไ
bug,ผลการค้นหาไฟล์จากAlfrescoแสดงภาษาไทยและรูปIconไม่ถูกต้อง,Ref41แสดงชื่อภาษาไทยผิดIconที่ควรเป็นรูปFolderแสดงเป็นรูปFile
enhancement,DirecteditfileinAlfresco,DetailสามารถSearchไฟล์จากAlfrescoมาแก้ไขหรือเพิ่มไฟล์ใหม่เข้าในโฟลเดอร์ที่มีอยู่แล้วการSearchจะทำผ่า
enhancement,ปรับการsortingในขณะเลือกtemplate,Detailปรับการsortingในขณะเลือกtemplateเพื่อให้สะดวกต่อการเลือกtemplateลดความผิดพลาดจากการเลือกTempla
enhancement,ต้องการให้Indexที่เป็นDateTimeแสดงข้อมูลวันที่ปัจจุบันได้เลยAutofillDateTime,Detailต้องการให้Indexที่เป็นDateTimeแสดงข้อมูลวันที่ปัจจุบันได้เลยเพื่อสะดวกสำหรับuserไม่ต้องมาเลือก
bug,Templateeasycaptureที่เป็นsubย่อยfolderlevel3หายไป,DetailTemplateeasycaptureที่เป็นsubย่อยfolderlevel3หายไปตรวจสอบในDatabaseแล้วหายไปด้วยเป็นไปได้ยังไง
bug,ไม่สามารถใช้DisableECMAspect,Detailไม่สามารถใช้DisableECMAspectStep1ทำการเปิดใช้งานDisableECMAspectตามภาพAddress2ScanUploadเข้าAl
enhancement,เพิ่มประเภทไฟล์Outputให้SupportPDFA,
enhancement,เพิ่มfunctiontextareaให้เลือกในtypefieldproperty,Detailเพิ่มfunctiontextareaให้เลือกในtypefieldpropertyStep1เมื่อกรอกหน้าIndex2สามารถกรอกข้อมูลแบบยาว
enhancement,ติดตั้งvcredistx86exeอัตโนมัติหลังจากติดตั้งEasyCapture,
bug,เมื่อต่อเครื่องscanและสแกนครั้งแรกระบบเด้งImagemanให้license,Detailเมื่อต่อเครื่องscanและสแกนครั้งแรกระบบเด้งImagemanให้licenseStep1ติดตั้งEasycapและDriverเครื่อ
bug,Templateตั้งให้Uploadเป็ยนTifเปิดดูไฟล์เสีย,Detailต้องการให้Templateใช้งานUploadTifได้ตอนนี้เมื่ออัพโหลดเป็นTifไฟล์เสียStep1สร้างTemplate2Config
bug,ต้องการให้การUploadเก็บLocalสร้างFolderใหม่ได้,Detailต้องการให้ระบบEasyCapเมื่อUploadเข้าLocalแล้วสามารถสร้างpathFolderด้วยindexได้่ต้องการให้ระบบส
enhancement,OutputPDFA,DetailFilePDFที่iTextSharpให้ออกมาเป็นPDFAวิธีการhttpdevelopersitextpdfcomcontentitext7jumpstarttuto
bug,EasyCaptureกดLogoutแล้วไม่เกิดอะไรขึ้น,Detailกดlogoutแล้วไม่เกิดอะไรขึ้นStep1กดLogoutExpectedresultเด้งpopUpให้กรอกข้อมูลLoginใหม่Actualres
bug,เมื่อเปิดโปรแกรมทิ้งไว้พอมากดปุ่มอะไรก็ตาม,Detailเปิดโปรแกรมทิ้งไว้นานแล้วแล้วกลับมากดปุ่มTemplateแล้วerrorStepExpectedResultโปรแกรมควรใช้งานได
enhancement,ต้องการFunctionExpireDate,Detailต้องการFunctionสำหรับบกำหนดค่าDateของAspect2ตัวโดยมีการกำหนดจำนวนเดือนเพื่อนำข้อมูลตัวเลขไปเพิ
bug,เมื่อpathUploadFileหลังสุดเป็นระบบErrorLocalnamecannotbenullorempty,Detailเมื่ออัพโหลดไฟล์แล้วPathสุดท้ายเป็นเฉยๆระบบErrorLocalnamecannotbenulloremptyเช่นdemodfgrrtStep
bug,เมื่อทำการDrogDropFileเข้าEasyCaptureระหว่างระบบกำลังMoveCaseไปUploadManagerเกิดError,DetailเกิดerrorObjectreferencenotsettoaninstanceofanobjectระหว่างทำการDragDropFileเข้าSCanStep1สแกนT
enhancement,เพิ่มActionexpireในโปรแกรมสแกน,Detailต้องการFunctionในการคำนวณวันExpireโดยกำหนดปีหรือเดือนหรือวันเพื่อเพิ่มAspectExpireDateจากวันสแ
bug,Errorเมื่อกดLogout,DetailVersion8139กดlogoutError401UnauthorizedStep1กดLogoutExpectedResultเด้งpopupให้Loginใหม่ActualR
bug,Fieldที่ตั้งเป็นDropDownlistตั้งค่าเป็นReadonlyแล้วยังสามารถแก้ไขได้,DetailFieldที่เป็นDropDownยังเปลี่ยนแปลงข้อมูลในหน้าValidateได้ทั้งที่ตั้งReadOnlyTrueStep1สร้างTemp
bug,Uploadครั้งเดียวแต่ระบบทำversionเป็น11ให้,DetailหลังUploadFileแล้วระบบทำเป็นVersion11ทั้งที่scanครั้งแรกStep1Templatetemplate08Assign2scan2Cas
bug,เมื่อตั้งค่าRequireFieldระบบบอกว่าCase1กรอกไม่ครบอย่างเดียว,template03DBAspectdocxhttpsgithubcombcircleeasycapturefiles313514template03DBAspectdocxVersion8138St
bug,SelectDatabaseErrorDateเมื่อแก้ไขข้อความในValidate,Version8138StepDetail1UploadFile2กรอกDocNo11111ระบบดึงข้อมูลมา3เปลี่ยนDocNo111113ระบบไม่ดึงเพราะไม่ม
bug,Loginด้วยUserทั่วไปยังสามารถเข้าTemplateEditorได้,DetailEasyCapture8138Step1เปิดโปรแกรมEasyCapture2Loginด้วยadminadminExpectedResultไม่สามารถแก้ไขTemp
bug,ไม่สามารถเพิ่มLicenseใหม่เพราะจำนวนLicenseตั้งไว้ที่0,DetailScanService1024Stepนำเลขscanไปใส่ในServiceWebadminpageExpectใส่Licenseได้Resultระบบบอกใส่ไม่ได
bug,สร้างAspectในAlfrescoโดยการInheritจากParentAspectจะเกิดDuplicateที่โปรแกรมScan,Detail1สร้างModuleใหม่รายละเอียดดังนี้2AspectAsp2ทำparentAsp1httpsbcircleeasyredminecomissues1181
enhancement,ต้องการให้ScanServiceกำหนดจำนวนClientที่สามารถAccessเข้ามาได้ว่ากี่Licene,
bug,เมื่อใช้ดึงDBร่วมกับBarcodeในEventUploadClickระบบDateErrorเรื่องFormatDateTime,DetailThepropertyvalueisnotcompatiblewiththetypedefinedforthepropertypropertyNameDocDateDocDateTitle
enhancement,EasyCapturetoCloud,UploadManagerสามารถส่งไฟล์ไปเก็บที่CloudหรือShareFolderดังต่อไปนี้Dropboxhttpswwwdropboxcomdeveloper
enhancement,ในโปรแกรมUploadManagerต้องการให้ระบบดึงข้อมูลErrorของวันอื่นมาไว้หน้าแรกเมื่อทำการLogin,
bug,TheunderlyingconnectionwasclosedAnunexpectederroroccurredonasend,Version8132Steps1ใช้งานSCanสักพักแล้วกดเลือกTemplateหรือกดปุ่มอื่นๆหน้าProgram2Theunderlyingconnecti
bug,Uploadไฟล์ที่มีชื่อเดียวกันไปยังโพลเดอร์เดียวกันพร้อมๆกันแล้วได้เลขVersionเกินจำนวนไฟล์,
enhancement,ต้องการให้ระบบแจ้งUserเมื่อสแกนเกิน500หน้า,
bug,Licenseที่เก็บในฐานข้อมูลสามารถเข้าไปเพิ่มได้โดยตรงโดยไม่ผ่านเพจEasyCaptureService,Version8136Step1เข้าที่DBEASYCAPTURETEMPLATELiteLicense2แก้ไขและเพิ่มข้อมูลได้โดยตรงResultใช้งานได้ม
enhancement,หน้าRegisterTabการแข่งขันแก้ไขfieldบริษัทเดิมที่ใช้อยู่ให้เลือกได้มากกว่า1รายการ,รบกวนช่วยดำเนินการแก้ไขที่Tabการแข่งขันแก้ไขfieldบริษัทเดิมที่ใช้อยู่ให้เลือกได้มากกว่า1รายการค่ะ
bug,หน้าVisitชื่อลูกค้าไม่เคลียร์ออก,รบกวนช่วยดำเนินการแก้ไขกรณีเมื่อเพิ่มข้อมูลvisitเรียบร้อยแล้วจะเพิ่มการvisitใหม่พบว่าชื่อลูกค้าไม่เค
enhancement,หน้าContactเพิ่มสิทธิ์ให้ทีมการตลาดสามารถสร้างContactได้,รบกวนช่วยดำเนินการเพิ่มสิทธิ์ให้ทีมการตลาดMarketingสามารถสร้างContactได้โดยมีเงื่อนไขดังนี้1การตลาดส
enhancement,หน้าAccountเพิ่มสิทธิ์ให้ทีมการตลาดสามารถสร้างAccountได้,รบกวนช่วยดำเนินการเพิ่มสิทธิ์ให้ทีมการตลาดMarketingสามารถสร้างAccountได้โดยมีเงื่อนไขดังนี้1การตลาดส
enhancement,หน้าRegisterระบบไม่แสดงคำนำหน้าบริษัท,รบกวนช่วยดำเนินการแก้ไขกรณีระบบไม่แสดงคำนำหน้าบริษัทกรณีเลือกลูกค้าแล้วค่ะรายละเอียดตามภาพด้านล่างค่
bug,หน้าReportไม่สามารถค้นหาบริษัทที่กำหนดคำนำหน้าบริษัทที่advancesearchได้,รบกวนช่วยแก้ไขกรณีไม่สามารถค้นหาบริษัทที่กำหนดคำนำหน้าบริษัทที่advancesearchfilterdesignercontractor
bug,หน้าReportExportExcelแสดงข้อมูลStatusไม่ครบ,รบกวนช่วยแก้ไขกรณีExportExcelแสดงข้อมูลStatusไม่ครบทั้งหมดค่ะproductionhttps203156123447000
enhancement,หน้าReportไม่แสดงคำนำหน้าบริษัท,รบกวนช่วยเพิ่มการแสดงคำนำหน้าบริษัทลูกค้าที่หน้าReportให้ด้วยค่ะตามภาพด้านล่างproductionhttps2031561
bug,หน้าRegisterTabคอมมิชชันกรณีบันทึกข้อมูลเป็นไม่มีCommissionไม่สามารถบันทึกได้,รบกวนช่วยแก้ไขหน้าRegisterTabคอมมิชชันกรณีบันทึกข้อมูลเป็นไม่มีCommissionไม่สามารถบันทึกได้ค่ะProduc
enhancement,หน้าAccountContactเพิ่มฟังก์ชันการimportfile,รบกวนช่วยดำเนินการเพิ่มฟังก์ชันการimportfileที่หน้าAccountและหน้าContactโดยfieldตามหน้าจอเพิ่มข้อมูล
enhancement,หน้าReportเพิ่มfilterการค้นหาที่advancesearch,รบกวนช่วยดำเนินการเพิ่มfilterการค้นหาที่advancesearch3filterดังนี้1ความสำคัญของโครงการsearchdropdown
enhancement,แก้ไขการออกcoderegister,รบกวนช่วยดำเนินการแก้ไขการออกcoderegisterของsaleโดยมีformatคือYYxxxxตัวอย่าง180001หมายเหตุออกcodeให้
enhancement,หน้าAccountแก้ไขการแสดงpopupกรณีไม่กรอกContactType,รบกวนช่วยดำเนินการแก้ไขการแสดงpopupกรณีไม่กรอกContactTypeให้ด้วยค่ะแก้เป็นselectcontacttypeค่ะ
enhancement,หน้าAccountเพิ่มmandatoryให้กับfieldContacttype,รบกวนช่วยดำเนินการเพิ่มmandatoryให้กับfieldContacttypeให้ด้วยค่ะเนื่องจากfieldContacttypeมีผลต่อการอ
bug,หน้าContactกรณีค้นหาAccountพบว่าบริษัทที่ไม่ตรงกับคำค้นหาก็ขึ้นมาแสดง,รบกวนช่วยตรวจสอบกรณีค้นหาAccountเมื่อพิมพ์ค้นหาพบว่าบริษัทที่ไม่ตรงกับคำค้นหาก็ขึ้นมาแสดงด้วยค่ะ
bug,หน้าAccountเมื่อแก้ไขข้อมูลคำนำหน้าบริษัทเบิ้ล,รบกวนช่วยแก้ไขกรณีบันทึกข้อมูลAccountเรียบร้อยแล้วเมื่อมีการแก้ไขข้อมูลต่างๆพบว่าคำนำหน้าบริษัทเบิ้ล
enhancement,หน้าApproveSaleSupportสามารถลบข้อมูลลูกค้าในRegisterหลังจากApproveแล้วได้,รบกวนช่วยดำเนินการให้SaleSupportสามารถลบข้อมูลลูกค้าในRegisterหลังจากApproveแล้วได้
enhancement,หน้าReportเพิ่มการแสดงข้อมูลความสำคัญของโครงการความสำคัญด้านเวลาและความสำคัญของผู้ติดต่อ,รบกวนช่วยดำเนินการเพิ่มการแสดงข้อมูลความสำคัญของโครงการความสำคัญด้านเวลาและความสำคัญของผู้ติดต่อรายล
enhancement,หน้าReportเพิ่มการแสดงประเภทลูกค้าที่ตารางแสดงข้อมูล,รบกวนช่วยดำเนินการเพิ่มการแสดงประเภทลูกค้าที่ตารางแสดงข้อมูล
enhancement,หน้าReportเพิ่มfilterสำหรับค้นหาที่AdvanceSearch,รบกวนช่วยดำเนินการเพิ่มfilterสำหรับค้นหาที่AdvanceSearchได้แก่filterประเภทลูกค้าSearchDropdownประกอบ
enhancement,หน้าReportAdvanceSearchให้แก้ไขfieldtypeบางfield,รบกวนช่วยดำเนินการแก้ไขที่AdvanceSearchให้แก้ไขfieldtypeสำหรับกรอกข้อมูลการค้นหาจากtextboxให้เป็นSea
enhancement,หน้าRegisterเพิ่มการRegisterProjectของการตลาด,เพิ่มการRegisterProjectของการตลาดโดยมีรายละเอียดคือFlowการอนุมัติเจ้าหน้าที่ผู้จัดการการตลาดเมื่อผู้
enhancement,หน้าContactเพิ่มสิทธิ์ให้ทีมการตลาดสามารถสร้างContactได้,รบกวนช่วยดำเนินการเพิ่มสิทธิ์ให้ทีมการตลาดสามารถสร้างContactได้โดยจะต้องให้salesupportapproveก่อนถึง
enhancement,หน้าContactเพิ่มการออกcodeของcontact,รบกวนช่วยดำเนินการเพิ่มการออกcodeของcontactให้ด้วยค่ะ
enhancement,หน้าContactเก็บHistoryกรณีมีการแก้ไขข้อมูล,รบกวนช่วยดำเนินการเก็บHistoryกรณีมีการแก้ไขข้อมูลเช่นชื่อหรือนามสกุลเป็นต้นหมายเหตุกรณีcontactเปลี่ย
enhancement,หน้าContactเพิ่มfieldคำนำบุคคล,รบกวนช่วยดำเนินการเพิ่มfieldคำนำบุคคลdropdownlistดังนี้1นายMr2นางสาวนางMs3นางMrs4นางสาวMiss5ดรDr6ศาส
enhancement,หน้าContactเพิ่มข้อมูลบุคคลได้ทั้งภาษาไทยและภาษาอังกฤษทุกfield,รบกวนช่วยดำเนินการให้สามารถเพิ่มข้อมูลบุคคลได้ทั้งภาษาไทยและภาษาอังกฤษทุกfield
enhancement,หน้าContactแก้ไขชื่อfieldContactNoเป็นfieldAccount,รบกวนช่วยดำเนินการแก้ไขชื่อfieldContactNoเป็นfieldAccountsearchdropdownโดยดึงข้อมูลAccountมาให้เลือก
enhancement,หน้าRegisterเพิ่มสิทธิ์ให้ทีมการตลาดสามารถสร้างRegisterได้,รบกวนช่วยดำเนินการเพิ่มสิทธิ์ให้ทีมการตลาดสามารถสร้างRegisterได้หมายเหตุต้องให้salesupportapproveก่อ
enhancement,หน้าAccountสร้างความสัมพันธ์ของบริษัทสำนักงานใหญ่กับสาขาย่อย,รบกวนช่วยดำเนินการสร้างความสัมพันธ์ของบริษัทสำนักงานใหญ่กับสาขาย่อยเนื่องจากโปรแกรมcrmจะดึงข้อมูลไปแ
enhancement,หน้าAccountเพิ่มfieldคำนำหน้าบริษัท,รบกวนช่วยดำเนินการเพิ่มfieldคำนำหน้าบริษัทdropdownlistดังนี้1บริษัทจำกัดCompanyLimited2บริษัทจำกัดมห
enhancement,หน้าAccountเพิ่มข้อมูลบริษัทได้ทั้งภาษาไทยและภาษาอังกฤษ,รบกวนช่วยดำเนินการให้สามารถเพิ่มข้อมูลบริษัทได้ทั้งภาษาไทยและภาษาอังกฤษทุกfield
enhancement,หน้าAccountเพิ่มการออกcodeของaccount,เพิ่มการออกcodeของaccountโดยมีformatประเภทลูกค้าXXXXXตัวอย่างเช่นOW00001หรือDS00001เป็นต้นหมายเหตุAc
enhancement,หน้าAccountเพิ่มfieldประเภทลูกค้า,รบกวนช่วยดำเนินการเพิ่มfieldประเภทลูกค้าsearchdropdownดังนี้1OwnerOW2DesignerDS3ContractorCT4Consult
bug,หน้าReportการแสดงข้อมูลลูกค้าไม่ถูกต้อง,รบกวนช่วยดำเนินการแก้ไขการแสดงข้อมูลลูกค้ากรณีที่มีลูกค้ามากกว่า1บริษัทแต่ที่หน้าReportแสดงลูกค้าแค่
bug,salesupportยังไม่ได้ทำการapproveprojectแต่รายการกลับไปแสดงที่หน้าreport,รบกวนช่วยตรวจสอบกรณีsalesupportยังไม่ได้ทำการapproveprojectแต่รายการกลับไปแสดงที่หน้าreportให้ด้วยค่
bug,หน้าRegisterCopyRegisterแล้วชื่อลูกค้าเบิ้ล,รบกวนช่วยแก้ไขหน้าRegisterกรณีCopyRegisterแล้วชื่อลูกค้าเบิ้ลรายละเอียดตามด้านล่างiphttp192168011070
bug,หน้าApproveข้อมูลเบิ้ลและเพิ่มปุ่มdelete,รบกวนช่วยแก้ไขที่หน้าApprovetabApproveของSaleSupportดังนี้1เมื่อคลิกเข้าไปเพื่อจะเพิ่มข้อมูลในส่วนขอ
